repo_name,problems_total,critical_issues,high_issues,moderate_issues,low_issues,problems
psf_black,313,0,46,243,0,"[('PEP 8 naming convention violation', 56), ('Shadowing names from outer scopes', 39), ('Unused local symbols', 36), ('Shadowing built-in names', 35), ('Redundant parentheses', 34), ('An instance attribute is defined outside `__init__', 23), ('Unbound local variables', 22), ('Incorrect type', 17), ('Method is not declared static', 11), ('comments.py                               Unresolved references', 4), ('output.py                                 Unresolved references', 4), ('ranges.py                                 Unresolved references', 4), ('report.py                                 Unresolved references', 4), ('Redundant character escape', 4), ('Accessing a protected member of a class or a modul', 3), (""Assignments to 'for' loop or 'with' statement para"", 3), ('__main__.py                               Unresolved references', 2), ('parsing.py                                Unresolved references', 2), ('Duplicate character in character class', 2), ('Function call can be replaced with set literal', 2), ('Unclear exception clauses', 2), ('Single character alternation', 1), ('The default argument is mutable', 1), ('Unreachable code', 1), ('Too complex chained comparisons', 1)]"
qbittorrent_qBittorrent,0,0,0,0,0,[]
rappasoft_laravel-boilerplate,45,0,2279,3,0,"[('Undefined function', 816), ('Undefined class', 806), ('Undefined namespace', 406), ('Undefined method', 107), ('Undefined property', 62), ('Undefined constant', 57), ('Missing return type declaration', 16), ('Expression result unused', 13), ('Fully qualified name usage', 11), ('Unnecessary fully qualified name', 9), ('Unused local symbol', 6), (""Missing property's type declaration"", 6), ('Concatenation with arithmetic usage', 4), ('Vulnerable declared dependency', 3), ('Deprecated symbol used', 2), (""Missing parameter's type declaration"", 2), ('Extension is missing in composer.json', 1)]"
rubenlagus_TelegramBots,141,0,35,47,0,"[('@NotNull/@Nullable problems', 56), ('Vulnerable declared dependency', 37), ('Constant values', 30), ('Non-constant string concatenation as argument to l', 12), (""AutoCloseable used without 'try'-with-resources"", 1), ('Possibly lossy implicit cast in compound assignmen', 1), ('Unknown HTTP header', 1), ('Comparator method can be simplified', 1), (""Field may be 'final'"", 1), ('Unused import', 1)]"
s3tools_s3cmd,624,0,117,485,0,"[('Shadowing names from outer scopes', 158), ('PEP 8 naming convention violation', 77), ('Unused local symbols', 57), ('Redundant parentheses', 48), ('Unbound local variables', 31), ('Unsatisfied package requirements', 30), ('Shadowing built-in names', 28), ('Accessing a protected member of a class or a modul', 23), ('An instance attribute is defined outside `__init__', 18), ('Single quoted docstring', 16), ('Incorrect call arguments', 14), ('The default argument is mutable', 14), ('Unclear exception clauses', 13), ('Using equality operators to compare with None', 13), ('Errors in string formatting operations', 12), ('Incorrect type', 12), ('Dictionary creation can be rewritten by dictionary', 8), ('Redundant boolean variable check', 8), ('Method is not declared static', 6), ('Custom_httplib27.py                               Unresolved references', 4), ('Utils.py                                          Unresolved references', 4), ('ConnMan.py                                        Unresolved references', 4), ('Too complex chained comparisons', 4), ('S3Uri.py                                          Unresolved references', 3), ('Deprecated function, class, or module', 3), ('BaseUtils.py                                      Unresolved references', 2), ('ACL.py                                            Unresolved references', 2), ('Improper first parameter', 2), ('AccessLog.py                                      Unresolved references', 1), ('Custom_httplib3x.py                               Unresolved references', 1), ('Exceptions.py                                     Unresolved references', 1), ('Function call can be replaced with set literal', 1), ('Single character alternation', 1), ('Unnecessary non-capturing group', 1), ('Unreachable code', 1), (""Wrong order of 'except' clauses"", 1), ('Global variable is not defined at the module level', 1), ('Non-optimal list declaration', 1)]"
sammchardy_python-binance,17,0,28,1017,0,"[('Incorrect docstring', 943), ('PEP 8 naming convention violation', 38), ('Unsatisfied package requirements', 28), ('Unused local symbols', 9), ('Redundant parentheses', 5), ('base_client.py                                          Unresolved references', 4), ('reconnecting_websocket.py                               Unresolved references', 4), ('Accessing a protected member of a class or a modul', 4), ('Method is not declared static', 4), ('Shadowing built-in names', 4), ('Shadowing names from outer scopes', 4), ('async_client.py                                         Unresolved references', 2), ('helpers.py                                              Unresolved references', 2), ('save_historical_data.py                                 Unresolved references', 2), ('streams.py                                              Unresolved references', 2), ('Deprecated function, class, or module', 2), ('depthcache.py                                           Unresolved references', 1), ('Incorrect type', 1), ('Missing `await` syntax in coroutine calls', 1), ('An instance attribute is defined outside `__init__', 1), ('Unclear exception clauses', 1)]"
scratchfoundation_scratch-blocks,10,146,1427,17,0,"[('Equality operator may cause type coercion', 536), ('Syntax errors and unresolved references in JSDoc', 239), ('Inaccessible @private and @protected members refer', 218), ('Duplicate declaration', 203), ('ESLint', 143), ('Assignment used as condition', 125), ('Mismatched JSDoc and function signature', 25), ('Incorrect usage of JSDoc tags', 24), ('Unused assignment', 20), ('Deprecated symbol used', 13), ('Suspicious variable/parameter name combination', 10), ('Redundant local variable', 6), ('Unused local symbol', 5), (""Object is 'null' or 'undefined'"", 4), (""Potentially invalid reference to 'this' from closu"", 4), ('Referencing mutable variable from closure', 4), (""Unnecessary 'return' statement"", 4), ('Comparison of expressions having incompatible type', 4), (""Redundant 'if' statement"", 4), ('Attempt to assign to const or readonly variable', 3), ('Webpack config compliance with JSON Schema', 2), (""'this' expression which references the global obje"", 1), ('Pointless statement or boolean expression', 1), ('Suspicious back reference', 1), ('Unnecessary semicolon', 1)]"
sferik_t-ruby,0,0,0,0,0,[]
splitrb_split,5,0,1,4,0,"[('Implicitly declared global JavaScript variable', 4), ('JQuery selector can be optimized', 1)]"
square_okhttp,0,0,0,0,0,[]
thomaspark_bootswatch,7,0,2097,138,0,"[('Equality operator may cause type coercion', 846), ('Unused local symbol', 463), ('Comma expression', 393), ('Deprecated symbol used', 99), ('Mismatched JSDoc and function signature', 58), ('JQuery selector can be optimized', 51), ('Unused assignment', 51), ('Duplicate declaration', 35), ('Bitwise operator usage', 33), (""Potentially invalid reference to 'this' from closu"", 31), ('Syntax errors and unresolved references in JSDoc', 16), ('Implicitly declared global JavaScript variable', 16), ('Potentially invalid constructor usage', 15), ('Unnecessary label', 15), (""Object is 'null' or 'undefined'"", 14), ('Expression statement which is not assignment or ca', 13), ('Unnecessary semicolon', 12), (""Loop statement that doesn't loop"", 10), ('Assignment used as condition', 9), ('Comparison of expressions having incompatible type', 9), (""'this' expression which references the global obje"", 8), ('Mismatched query and update of collection', 5), ('Single character alternation', 5), ('Void function return value used', 5), ('Variable is assigned to itself', 4), ('Regular expression can be simplified', 4), ('Referencing mutable variable from closure', 3), ('Unnecessary non-capturing group', 3), ('Exception used for local control-flow', 2), ('Incorrect usage of JSDoc tags', 2), ('Infinite recursion', 2), (""Unnecessary 'continue' statement"", 2), ('Duplicated code fragment', 2), ('Consecutive commas in array literal', 1), ('Pointless statement or boolean expression', 1), ('Suspicious back reference', 1), (""Unnecessary 'return' statement"", 1), ('Result of method call returning a promise is ignor', 1), ('Redundant character escape', 1)]"
thoughtbot_factory_bot,0,0,0,0,0,[]
trimstray_the-book-of-secret-knowledge,0,0,0,0,0,[]
twbs_bootstrap-sass,152,0,152,0,0,"[('Equality operator may cause type coercion', 102), ('Void function return value used', 38), (""Potentially invalid reference to 'this' from closu"", 10), ('Unused local symbol', 2)]"
uber_RIBs,0,0,0,0,0,[]
uxsolutions_bootstrap-datepicker,52,44,8,0,0,"[('JSHint', 44), ('Void function return value used', 5), ('Single character alternation', 2), ('Unused local symbol', 1)]"
vlachoudis_bCNC,28,0,361,3843,0,"[('PEP 8 naming convention violation', 2146), ('Unused local symbols', 391), ('An instance attribute is defined outside `__init__', 349), ('Unclear exception clauses', 275), ('Accessing a protected member of a class or a modul', 221), ('Shadowing names from outer scopes', 203), ('Unsatisfied package requirements', 146), ('Incorrect type', 89), ('Method is not declared static', 82), ('Redundant parentheses', 79), ('Unbound local variables', 72), ('Incorrect call arguments', 45), ('Global variable is not defined at the module level', 16), ('Incorrect docstring', 13), ('The default argument is mutable', 12), ('Duplicated code fragment', 8), ('Attempt to call a non-callable object', 7), ('Inappropriate access to properties', 7), ('Non-optimal list declaration', 7), (""Assignments to 'for' loop or 'with' statement para"", 6), ('Single quoted docstring', 6), ('Too complex chained comparisons', 6), (""Missed call to '__init__' of the super class"", 5), ('center.py                                        Unresolved references', 4), ('intersection.py                                  Unresolved references', 4), ('linearize.py                                     Unresolved references', 4), ('simpleArc.py                                     Unresolved references', 4), ('simpleTranslate.py                               Unresolved references', 4), ('Inconsistent indentation', 3), ('Method signature does not match signature of overr', 3), ('Dictionary contains duplicate keys', 2), ('Unnecessary backslash', 2), ('Dictionary creation can be rewritten by dictionary', 2), ('Improper first parameter', 2), ('Shadowing built-in names', 2), ('Deprecated function, class, or module', 1), ('First argument of the method is reassigned', 1), ('Redeclared names without usages', 1), ('Unreachable code', 1), ('__init__ method that returns a value', 1)]"
voxpupuli_beaker,0,0,0,0,0,[]
wenzhixin_bootstrap-table-examples,338,295,40,3,0,"[('ESLint', 295), ('Unused local symbol', 29), ('JQuery selector can be optimized', 9), ('Void function return value used', 2), ('Deprecated symbol used', 2), ('Comparison of expressions having incompatible type', 1)]"
wiredtiger_wiredtiger,35,10,492,3979,0,"[('PEP 8 naming convention violation', 1591), ('Unused local symbols', 376), ('An instance attribute is defined outside `__init__', 319), ('Redundant parentheses', 304), ('Method is not declared static', 298), ('Incorrect type', 237), ('Accessing a protected member of a class or a modul', 224), ('Single quoted docstring', 214), ('Using equality operators to compare with None', 175), ('Shadowing names from outer scopes', 145), ('Shadowing built-in names', 144), ('Unbound local variables', 88), ('Unnecessary backslash', 59), ('Unclear exception clauses', 47), ('Redundant boolean variable check', 34), ('Improper first parameter', 31), ('Incorrect docstring', 31), ('Method signature does not match signature of overr', 24), ('Statement has no effect', 23), ('Deprecated function, class, or module', 20), ('Dictionary creation can be rewritten by dictionary', 16), ('Non-optimal list declaration', 14), ('Duplicated code fragment', 12), ('Too complex chained comparisons', 11), (""Missed call to '__init__' of the super class"", 10), ('Redeclared names without usages', 7), ('Attempt to call a non-callable object', 6), ('Incorrect call arguments', 6), (""Assigning function calls that don't return anythin"", 6), ('packing.py                                         Unresolved references', 4), ('intpacking.py                                      Unresolved references', 4), ('Errors in string formatting operations', 4), (""Assignments to 'for' loop or 'with' statement para"", 4), ('Global variable is not defined at the module level', 4), ('fpacking.py                                        Unresolved references', 3), ('init.py                                            Unresolved references', 3), ('test_backup07.py                                   Unresolved references', 3), ('test_checkpoint24.py                               Unresolved references', 3), ('The default argument is mutable', 3), ('Unreachable code', 2), ('packutil.py                                        Unresolved references', 1), ('doxfilter.py                                       Unresolved references', 1), ('Hardcoded passwords', 1), ('Class-specific decorator is used outside the class', 1), ('Incorrect property definition', 1), ('__init__ method that returns a value', 1), ('Redundant character escape', 1)]"
zostera_django-bootstrap3,39,0,4,14,0,"[('forms.py                                    Unresolved references', 8), ('Unused local symbols', 7), ('Method is not declared static', 5), ('components.py                               Unresolved references', 4), ('Unreachable code', 3), ('urls.py                                     Unresolved references', 2), ('wsgi.py                                     Unresolved references', 2), ('bootstrap.py                                Unresolved references', 2), ('text.py                                     Unresolved references', 2), ('Shadowing built-in names', 2), ('manage.py                                   Unresolved references', 1), ('Incorrect type', 1)]"
